Order ID;Status
4599;Delivered
4607;Delivered
4651;Delivered
4656;Delivered
4659;Delivered
4687;Delivered
4688;Delivered
4691;Delivered
4692;Delivered
4738;Returned
4739;Delivered
4740;Delivered
4746;Delivered
4763;Delivered
4764;Delivered
4765;Delivered
4772;Delivered
4773;Delivered
4774;Delivered
4775;Delivered
4777;Delivered
4803;Delivered
4804;Delivered
4805;Delivered
4812;Delivered
4820;Delivered
4821;Delivered
4822;Delivered
4864;Returned
4865;Delivered
4929;Delivered
4957;Delivered
4958;Delivered
5031;Delivered
5048;Delivered
5049;Delivered
5074;Delivered
5075;Delivered
5138;Delivered
5139;Delivered
5154;Delivered
5236;Delivered
5275;Delivered
5276;Delivered
5277;Delivered
5286;Delivered
5312;Delivered
5325;Delivered
5472;Delivered
5473;Delivered
5559;Delivered
5560;Delivered
5569;Delivered
5598;Delivered
5599;Delivered
5600;Delivered
5601;Delivered
5628;Delivered
5659;Delivered
5662;Delivered
5675;Delivered
5676;Delivered
5677;Delivered
5681;Delivered
5719;Delivered
5746;Delivered
5764;Delivered
5790;Delivered
5791;Delivered
5792;Delivered
5802;Delivered
5805;Delivered
5835;Delivered
5877;Delivered
5944;Delivered
5945;Delivered
6007;Delivered
6009;Delivered
6029;Delivered
6067;Delivered
6082;Delivered
6083;Delivered
6084;Delivered
6097;Delivered
6103;Delivered
6105;Delivered
6118;Delivered
6119;Delivered
6125;Delivered
6129;Delivered
6176;Delivered
6177;Delivered
6226;Delivered
6227;Delivered
6290;Delivered
6291;Delivered
6292;Delivered
6319;Delivered
6324;Delivered
6330;Delivered
6372;Delivered
6402;Delivered
6439;Delivered
6440;Delivered
6446;Delivered
6450;Delivered
6451;Delivered
6591;Delivered
6603;Delivered
6665;Delivered
6669;Delivered
6670;Delivered
6671;Delivered
6692;Delivered
6704;Delivered
6721;Delivered
6736;Delivered
6737;Delivered
6754;Delivered
6783;Delivered
6858;Delivered
6894;Delivered
6983;Delivered
6984;Delivered
6991;Delivered
7021;Delivered
7042;Delivered
7043;Delivered
7060;Delivered
7087;Delivered
7103;Delivered
7111;Delivered
7136;Delivered
7168;Delivered
7277;Delivered
7285;Delivered
7286;Delivered
7287;Delivered
7318;Delivered
7319;Delivered
7343;Delivered
7344;Delivered
7352;Delivered
7404;Delivered
7419;Delivered
7420;Delivered
7421;Delivered
7422;Delivered
7430;Delivered
7453;Delivered
7500;Delivered
7501;Delivered
7530;Delivered
7548;Delivered
7559;Delivered
7584;Delivered
7585;Delivered
7620;Delivered
7621;Delivered
7628;Delivered
7633;Delivered
7716;Delivered
7729;Delivered
7730;Delivered
7787;Delivered
7813;Delivered
7814;Delivered
7894;Delivered
7993;Delivered
8024;Delivered
8057;Delivered
8058;Delivered
8073;Delivered
8074;Delivered
8075;Delivered
8124;Delivered
8133;Returned
8136;Delivered
8159;Delivered
8162;Delivered
8163;Delivered
8164;Delivered
8176;Delivered
8197;Delivered
8198;Delivered
8199;Delivered
8208;Delivered
8256;Delivered
8257;Delivered
8258;Delivered
8282;Delivered
8283;Delivered
8290;Delivered
8294;Delivered
8295;Delivered
8314;Delivered
8333;Delivered
8337;Delivered
8344;Delivered
8345;Delivered
105;Delivered
115;Delivered
119;Delivered
180;Delivered
342;Delivered
510;Delivered
587;Delivered
588;Delivered
632;Delivered
636;Delivered
719;Delivered
762;Delivered
1106;Delivered
1225;Delivered
1241;Delivered
1264;Delivered
1302;Delivered
1303;Delivered
1307;Delivered
1442;Delivered
1443;Delivered
1501;Delivered
1503;Delivered
1504;Delivered
1560;Delivered
1561;Delivered
1562;Delivered
1571;Delivered
1572;Delivered
1573;Delivered
1574;Delivered
1659;Delivered
1712;Delivered
1783;Delivered
1784;Delivered
1785;Delivered
1786;Delivered
1810;Delivered
1811;Delivered
1826;Delivered
1827;Delivered
1896;Delivered
1897;Delivered
1947;Delivered
2104;Delivered
2124;Delivered
2125;Delivered
2158;Delivered
2164;Delivered
2165;Delivered
2166;Delivered
2227;Delivered
2269;Delivered
2278;Delivered
2362;Delivered
2363;Delivered
2391;Delivered
2395;Delivered
2506;Delivered
2507;Delivered
2514;Delivered
2600;Delivered
2628;Delivered
2633;Delivered
2634;Delivered
2678;Delivered
2716;Delivered
2717;Delivered
2770;Delivered
2930;Delivered
2931;Delivered
2950;Delivered
2951;Delivered
2984;Delivered
2985;Delivered
3133;Delivered
3134;Delivered
3155;Delivered
3163;Delivered
3214;Delivered
3360;Delivered
3365;Delivered
3366;Delivered
3420;Delivered
3428;Delivered
3487;Delivered
3505;Delivered
3506;Delivered
3533;Delivered
3549;Delivered
3550;Delivered
3551;Delivered
3559;Delivered
3662;Delivered
3663;Delivered
3753;Delivered
4042;Delivered
4043;Delivered
4071;Delivered
4072;Delivered
4085;Delivered
4125;Delivered
4126;Delivered
4137;Delivered
4138;Delivered
4151;Delivered
4187;Delivered
4229;Delivered
4249;Delivered
4250;Delivered
4267;Delivered
4282;Delivered
4283;Delivered
4528;Delivered
4529;Delivered
4530;Delivered
4546;Delivered
4594;Delivered
4611;Delivered
4613;Delivered
4614;Delivered
4615;Delivered
4616;Delivered
4748;Delivered
4792;Delivered
4823;Delivered
4844;Delivered
4901;Delivered
4912;Delivered
4945;Delivered
4962;Delivered
4963;Delivered
4964;Delivered
4996;Delivered
5091;Delivered
5092;Delivered
5128;Delivered
5147;Delivered
5223;Delivered
5329;Delivered
5387;Delivered
5702;Delivered
5703;Delivered
5714;Delivered
5715;Delivered
5741;Delivered
5750;Delivered
5751;Delivered
5752;Delivered
5759;Delivered
5760;Delivered
5857;Delivered
5922;Delivered
5923;Delivered
5924;Delivered
5981;Delivered
5982;Delivered
6036;Delivered
6055;Delivered
6056;Delivered
6059;Delivered
6219;Delivered
6220;Delivered
6270;Delivered
6271;Delivered
6295;Delivered
6417;Delivered
6419;Delivered
6420;Delivered
6480;Delivered
6481;Delivered
6482;Delivered
6574;Delivered
6700;Delivered
6715;Delivered
6716;Delivered
6717;Delivered
6718;Delivered
6722;Delivered
6749;Delivered
6750;Delivered
6772;Delivered
6879;Delivered
6899;Delivered
6900;Delivered
6901;Delivered
7005;Delivered
7018;Delivered
7063;Delivered
7064;Delivered
7116;Delivered
7128;Delivered
7129;Delivered
7161;Delivered
7209;Delivered
7232;Delivered
7233;Delivered
7310;Delivered
7311;Delivered
7363;Delivered
7364;Returned
7480;Delivered
7493;Delivered
7494;Delivered
7495;Delivered
7496;Delivered
7497;Delivered
7498;Delivered
7499;Delivered
7522;Delivered
7562;Delivered
7563;Delivered
7607;Delivered
7616;Delivered
7617;Delivered
7618;Delivered
7642;Delivered
7690;Delivered
7713;Delivered
7722;Delivered
7769;Delivered
7924;Delivered
7925;Delivered
7949;Delivered
8001;Delivered
8002;Delivered
8056;Delivered
8114;Delivered
8132;Delivered
8149;Delivered
8150;Delivered
8185;Delivered
8225;Delivered
8245;Delivered
8246;Delivered
8263;Delivered
8292;Returned
8293;Returned
8316;Delivered
8317;Delivered
8360;Delivered
7;Delivered
8;Delivered
51;Delivered
76;Delivered
77;Delivered
164;Delivered
165;Delivered
199;Delivered
333;Delivered
334;Delivered
353;Delivered
361;Delivered
431;Delivered
485;Delivered
486;Delivered
739;Delivered
740;Returned
835;Delivered
851;Delivered
882;Delivered
883;Delivered
895;Delivered
989;Delivered
990;Delivered
1029;Delivered
1083;Delivered
1122;Delivered
1255;Delivered
1339;Delivered
1352;Delivered
1423;Delivered
1424;Delivered
1436;Delivered
1437;Delivered
1486;Delivered
1487;Delivered
1488;Delivered
1596;Delivered
1597;Delivered
1598;Delivered
1626;Delivered
1631;Delivered
1632;Delivered
1690;Delivered
1691;Delivered
2004;Delivered
2005;Delivered
2043;Delivered
2145;Delivered
2169;Delivered
2170;Delivered
2452;Delivered
2463;Delivered
2513;Delivered
2551;Delivered
2552;Delivered
2553;Delivered
2745;Delivered
2815;Delivered
2816;Delivered
2817;Delivered
2830;Delivered
2831;Delivered
3056;Delivered
3204;Delivered
3341;Delivered
3362;Delivered
3382;Delivered
3383;Delivered
3384;Delivered
3385;Delivered
3386;Delivered
3387;Delivered
3441;Delivered
3442;Delivered
3541;Delivered
3542;Delivered
3573;Delivered
3784;Delivered
3798;Delivered
3799;Delivered
3940;Delivered
4032;Delivered
4033;Delivered
4034;Delivered
4044;Delivered
4111;Delivered
4488;Delivered
4489;Delivered
4555;Delivered
4813;Delivered
4893;Delivered
4894;Delivered
4917;Delivered
5058;Delivered
5196;Delivered
5245;Delivered
5246;Delivered
5340;Delivered
5341;Delivered
5351;Delivered
5389;Delivered
5390;Delivered
5430;Delivered
5615;Delivered
5616;Delivered
5617;Delivered
5997;Delivered
5998;Delivered
6233;Delivered
6246;Delivered
6247;Delivered
6248;Delivered
6261;Delivered
6386;Delivered
6658;Delivered
6659;Delivered
6705;Delivered
6706;Delivered
6791;Delivered
6882;Delivered
6883;Delivered
6938;Delivered
6949;Delivered
7035;Delivered
7036;Delivered
7079;Returned
7120;Delivered
7121;Delivered
7122;Delivered
7159;Delivered
7160;Delivered
7235;Delivered
7273;Delivered
7274;Delivered
7335;Delivered
7456;Delivered
7457;Delivered
7502;Delivered
7503;Delivered
7506;Delivered
7533;Delivered
7534;Delivered
7565;Delivered
7566;Delivered
7861;Delivered
7862;Delivered
7863;Delivered
7864;Delivered
7873;Delivered
7874;Delivered
8116;Delivered
8117;Delivered
8184;Delivered
8335;Delivered
8336;Delivered
45;Delivered
143;Delivered
144;Delivered
191;Delivered
192;Delivered
267;Delivered
268;Delivered
269;Delivered
280;Delivered
424;Delivered
425;Delivered
767;Delivered
768;Delivered
1153;Delivered
1168;Delivered
1169;Delivered
1305;Delivered
1356;Delivered
1381;Delivered
1382;Returned
1395;Delivered
1396;Delivered
1397;Delivered
1440;Delivered
1481;Delivered
1791;Delivered
1837;Delivered
1876;Delivered
2014;Delivered
2049;Delivered
2077;Delivered
2256;Delivered
2257;Delivered
2258;Delivered
2259;Delivered
2635;Delivered
2801;Delivered
2912;Delivered
2978;Delivered
3042;Delivered
3043;Delivered
3085;Delivered
3141;Delivered
3154;Delivered
3208;Delivered
3368;Delivered
3369;Delivered
3370;Delivered
3474;Delivered
3475;Delivered
3691;Delivered
3781;Delivered
3782;Delivered
3783;Returned
3815;Delivered
3910;Delivered
4005;Delivered
4006;Returned
4048;Delivered
4200;Delivered
4209;Delivered
4307;Delivered
4308;Delivered
4332;Delivered
4619;Delivered
4718;Delivered
4722;Delivered
4727;Delivered
4841;Delivered
4842;Delivered
4885;Delivered
4970;Delivered
4971;Delivered
4972;Delivered
4973;Delivered
5019;Delivered
5020;Delivered
5021;Delivered
5212;Delivered
5238;Delivered
5315;Delivered
5347;Delivered
5348;Delivered
5380;Delivered
5551;Delivered
5562;Delivered
5563;Delivered
5596;Delivered
5744;Delivered
5745;Delivered
5747;Delivered
6147;Delivered
6239;Delivered
6243;Delivered
6244;Delivered
6245;Delivered
6415;Delivered
6438;Delivered
6761;Delivered
6769;Delivered
6808;Delivered
6809;Delivered
6810;Delivered
6811;Delivered
6893;Delivered
6926;Delivered
6958;Delivered
7051;Delivered
7052;Delivered
7053;Delivered
7158;Delivered
7242;Delivered
7243;Delivered
7298;Delivered
7348;Delivered
7400;Delivered
7458;Delivered
7558;Delivered
7624;Delivered
7625;Delivered
7662;Delivered
7663;Delivered
7694;Delivered
7796;Delivered
7797;Delivered
7830;Delivered
7921;Delivered
7922;Delivered
8313;Delivered
8357;Delivered
8382;Delivered
8383;Delivered
8384;Delivered
52;Delivered
53;Delivered
151;Delivered
152;Delivered
185;Delivered
186;Delivered
187;Delivered
222;Delivered
223;Delivered
259;Delivered
260;Delivered
393;Delivered
548;Delivered
549;Delivered
574;Delivered
594;Delivered
617;Delivered
618;Delivered
619;Delivered
620;Delivered
621;Delivered
622;Delivered
657;Delivered
658;Delivered
695;Delivered
710;Returned
718;Delivered
741;Delivered
742;Delivered
743;Delivered
766;Delivered
795;Delivered
796;Delivered
855;Delivered
856;Delivered
888;Delivered
889;Delivered
992;Delivered
993;Delivered
1013;Delivered
1014;Delivered
1123;Delivered
1124;Delivered
1134;Delivered
1167;Delivered
1197;Delivered
1198;Delivered
1221;Delivered
1222;Delivered
1223;Delivered
1288;Delivered
1420;Delivered
1455;Delivered
1497;Delivered
1509;Delivered
1512;Delivered
1565;Delivered
1567;Delivered
1568;Delivered
1575;Delivered
1623;Delivered
1644;Delivered
1650;Delivered
1681;Delivered
1753;Delivered
1779;Delivered
1803;Delivered
1860;Delivered
1898;Delivered
1936;Delivered
1952;Delivered
1953;Delivered
1995;Delivered
2006;Delivered
2029;Delivered
2030;Delivered
2037;Delivered
2038;Delivered
2087;Delivered
2237;Delivered
2238;Delivered
2261;Delivered
2335;Delivered
2336;Delivered
2393;Delivered
2399;Delivered
2411;Delivered
2412;Delivered
2442;Delivered
2453;Delivered
2454;Delivered
2498;Delivered
2499;Delivered
2500;Returned
2629;Delivered
2630;Delivered
2690;Delivered
2758;Delivered
2759;Delivered
2761;Delivered
2777;Delivered
2824;Delivered
2825;Delivered
2826;Delivered
2829;Delivered
2864;Delivered
2887;Delivered
2890;Delivered
2891;Delivered
2901;Delivered
2902;Delivered
2949;Delivered
2986;Delivered
3014;Delivered
3156;Delivered
3157;Delivered
3238;Delivered
3346;Delivered
3347;Delivered
3425;Delivered
3426;Delivered
3427;Delivered
3446;Delivered
3447;Delivered
3488;Delivered
3498;Delivered
3499;Delivered
3514;Delivered
3515;Delivered
3590;Delivered
3593;Delivered
3594;Delivered
3618;Delivered
3619;Delivered
3684;Delivered
3685;Delivered
3686;Delivered
3687;Returned
3690;Delivered
3743;Delivered
3744;Delivered
3745;Delivered
3757;Delivered
3787;Delivered
3788;Delivered
3827;Delivered
3828;Delivered
3834;Delivered
3835;Delivered
3896;Delivered
3956;Delivered
3975;Delivered
3976;Delivered
3977;Delivered
4054;Delivered
4056;Delivered
4091;Delivered
4092;Delivered
4093;Delivered
4143;Delivered
4219;Delivered
4220;Delivered
4237;Delivered
4238;Delivered
4239;Delivered
4240;Delivered
4257;Delivered
4407;Delivered
4471;Delivered
4472;Delivered
4477;Delivered
4478;Delivered
4485;Delivered
4486;Delivered
4576;Delivered
4580;Delivered
4581;Delivered
4582;Delivered
4583;Delivered
4620;Delivered
4678;Delivered
4680;Delivered
4745;Delivered
4843;Delivered
4899;Delivered
5001;Delivered
5002;Delivered
5121;Delivered
5171;Delivered
5172;Delivered
5173;Delivered
5174;Delivered
5175;Delivered
5180;Delivered
5255;Delivered
5297;Delivered
5346;Delivered
5449;Delivered
5457;Delivered
5554;Delivered
5608;Delivered
5678;Delivered
5679;Delivered
5680;Delivered
5683;Delivered
5723;Delivered
5724;Delivered
5742;Delivered
5775;Delivered
5820;Delivered
5836;Delivered
5856;Delivered
5866;Delivered
5910;Delivered
5936;Delivered
5942;Delivered
5943;Delivered
5969;Delivered
5971;Delivered
6061;Delivered
6080;Delivered
6087;Delivered
6091;Delivered
6228;Delivered
6282;Delivered
6354;Delivered
6355;Delivered
6362;Delivered
6363;Delivered
6380;Delivered
6381;Delivered
6432;Delivered
6433;Delivered
6578;Delivered
6621;Delivered
6622;Delivered
6623;Delivered
6624;Delivered
6676;Delivered
6677;Delivered
6678;Delivered
6683;Delivered
6699;Delivered
6707;Delivered
6797;Delivered
6798;Delivered
6799;Delivered
6800;Delivered
6801;Delivered
6885;Delivered
6886;Delivered
6887;Delivered
6906;Delivered
6947;Delivered
6948;Delivered
6999;Delivered
7000;Delivered
7032;Delivered
7057;Delivered
7138;Delivered
7210;Delivered
7218;Delivered
7221;Delivered
7222;Delivered
7428;Delivered
7437;Delivered
7539;Delivered
7540;Delivered
7541;Delivered
7544;Delivered
7587;Delivered
7685;Delivered
7710;Delivered
7731;Delivered
7732;Delivered
7875;Delivered
7919;Delivered
7943;Delivered
7962;Delivered
8020;Delivered
8021;Delivered
8027;Delivered
8028;Delivered
8086;Delivered
8092;Delivered
8172;Delivered
8191;Delivered
8238;Delivered
8239;Delivered
8240;Delivered
8248;Delivered
37;Delivered
108;Delivered
193;Delivered
194;Delivered
198;Delivered
206;Delivered
246;Delivered
314;Delivered
315;Delivered
382;Delivered
383;Delivered
483;Delivered
484;Delivered
488;Delivered
489;Delivered
638;Delivered
649;Delivered
713;Delivered
714;Delivered
715;Delivered
773;Delivered
774;Delivered
807;Delivered
815;Delivered
919;Delivered
967;Delivered
968;Delivered
982;Delivered
983;Delivered
984;Delivered
1090;Delivered
1127;Returned
1128;Delivered
1129;Delivered
1196;Delivered
1243;Delivered
1279;Delivered
1353;Delivered
1363;Delivered
1364;Delivered
1365;Delivered
1366;Delivered
1367;Delivered
1368;Delivered
1468;Delivered
1469;Delivered
1660;Delivered
1661;Delivered
1662;Delivered
1694;Delivered
1695;Delivered
1721;Delivered
1723;Delivered
1724;Delivered
1775;Delivered
1909;Delivered
1961;Delivered
2009;Delivered
2021;Delivered
2022;Delivered
2023;Delivered
2202;Delivered
2234;Delivered
2304;Delivered
2305;Delivered
2352;Delivered
2353;Delivered
2540;Delivered
2541;Delivered
2542;Delivered
2543;Delivered
2544;Delivered
2545;Delivered
2546;Delivered
2547;Delivered
2594;Delivered
2595;Delivered
2753;Delivered
2754;Delivered
2805;Delivered
2823;Returned
2839;Delivered
2860;Delivered
2952;Delivered
3027;Delivered
3028;Delivered
3074;Delivered
3111;Delivered
3112;Delivered
3113;Delivered
3190;Delivered
3200;Delivered
3334;Delivered
3335;Delivered
3336;Delivered
3361;Delivered
3554;Delivered
3613;Delivered
3614;Delivered
3672;Delivered
3740;Delivered
3741;Delivered
3742;Delivered
3825;Delivered
3842;Delivered
3988;Delivered
4090;Delivered
4144;Delivered
4213;Delivered
4259;Delivered
4260;Delivered
4261;Returned
4278;Delivered
4321;Delivered
4322;Delivered
4374;Delivered
4394;Delivered
4395;Delivered
4425;Delivered
4595;Delivered
4650;Delivered
4713;Delivered
4714;Delivered
4715;Delivered
4770;Delivered
4771;Delivered
4862;Delivered
4863;Delivered
4879;Delivered
4889;Delivered
4891;Delivered
4892;Delivered
4895;Delivered
4900;Delivered
4991;Delivered
5062;Delivered
5063;Delivered
5106;Delivered
5193;Delivered
5256;Delivered
5437;Delivered
5438;Delivered
5443;Delivered
5458;Delivered
5471;Delivered
5579;Delivered
5627;Delivered
5637;Delivered
5695;Delivered
5814;Delivered
5876;Delivered
5915;Delivered
5919;Delivered
5920;Delivered
5921;Delivered
6026;Delivered
6027;Delivered
6216;Delivered
6279;Delivered
6280;Delivered
6302;Delivered
6350;Delivered
6351;Delivered
6374;Delivered
6375;Delivered
6376;Delivered
6411;Delivered
6434;Delivered
6517;Delivered
6518;Delivered
6588;Delivered
6589;Delivered
6590;Delivered
6596;Delivered
6644;Delivered
6645;Delivered
6656;Delivered
6762;Delivered
6763;Delivered
6764;Delivered
6774;Delivered
6775;Delivered
6806;Delivered
6825;Delivered
6844;Delivered
6845;Delivered
6846;Delivered
6847;Delivered
6848;Delivered
6852;Delivered
6867;Delivered
6868;Delivered
6869;Delivered
6892;Delivered
6908;Delivered
6927;Delivered
6944;Delivered
6960;Delivered
6961;Delivered
6988;Delivered
6989;Delivered
6990;Delivered
7009;Delivered
7010;Delivered
7075;Delivered
7152;Delivered
7194;Delivered
7195;Delivered
7196;Delivered
7201;Delivered
7202;Delivered
7253;Delivered
7254;Delivered
7263;Delivered
7290;Delivered
7328;Delivered
7329;Delivered
7366;Delivered
7410;Delivered
7459;Delivered
7509;Delivered
7515;Delivered
7516;Delivered
7535;Delivered
7545;Delivered
7569;Delivered
7742;Delivered
7751;Delivered
7752;Delivered
7753;Delivered
7793;Delivered
7809;Delivered
7852;Delivered
7853;Delivered
7934;Delivered
7935;Delivered
8120;Delivered
8155;Delivered
8215;Delivered
142;Delivered
309;Delivered
338;Delivered
422;Delivered
423;Delivered
460;Delivered
503;Delivered
591;Delivered
592;Delivered
593;Delivered
775;Returned
776;Delivered
777;Delivered
814;Delivered
997;Delivered
1008;Delivered
1068;Delivered
1069;Delivered
1070;Delivered
1171;Delivered
1172;Delivered
1207;Delivered
1261;Delivered
1325;Delivered
1408;Delivered
1711;Delivered
2035;Delivered
2118;Delivered
2119;Delivered
2120;Delivered
2121;Delivered
2122;Delivered
2126;Delivered
2146;Returned
2199;Delivered
2200;Delivered
2201;Delivered
2216;Delivered
2242;Delivered
2243;Delivered
2244;Delivered
2426;Delivered
2691;Delivered
2692;Delivered
2786;Delivered
3050;Delivered
3051;Delivered
3058;Delivered
3072;Delivered
3159;Delivered
3160;Delivered
3317;Delivered
3411;Delivered
3415;Delivered
3416;Delivered
3417;Delivered
3494;Delivered
3571;Delivered
3572;Delivered
3596;Delivered
3597;Delivered
3638;Delivered
3639;Delivered
3659;Delivered
3735;Delivered
3793;Delivered
3902;Delivered
3945;Delivered
3946;Delivered
3964;Delivered
3965;Delivered
4211;Delivered
4212;Delivered
4387;Delivered
4505;Delivered
4527;Delivered
4535;Delivered
4563;Delivered
4637;Delivered
4647;Delivered
4672;Delivered
4689;Delivered
4766;Delivered
4767;Delivered
4768;Delivered
4769;Delivered
4858;Delivered
5078;Delivered
5114;Delivered
5144;Delivered
5327;Delivered
5379;Delivered
5450;Delivered
5483;Delivered
5501;Delivered
5502;Delivered
5539;Delivered
5770;Delivered
5771;Delivered
5786;Delivered
5787;Delivered
5788;Delivered
5789;Delivered
5872;Delivered
5873;Delivered
6012;Delivered
6135;Delivered
6179;Delivered
6373;Delivered
6470;Delivered
6479;Delivered
6494;Delivered
6495;Delivered
6496;Delivered
6504;Delivered
6505;Delivered
6506;Delivered
6537;Delivered
6572;Delivered
6573;Delivered
6613;Delivered
6635;Delivered
6746;Delivered
6747;Delivered
6760;Delivered
6896;Delivered
6997;Delivered
7054;Delivered
7059;Delivered
7086;Delivered
7139;Delivered
7140;Delivered
7198;Delivered
7199;Delivered
7258;Delivered
7278;Delivered
7305;Delivered
7306;Delivered
7449;Delivered
7450;Delivered
7451;Delivered
7573;Delivered
7574;Delivered
7688;Delivered
7750;Delivered
7760;Delivered
7829;Delivered
7996;Delivered
7997;Delivered
8065;Delivered
8201;Delivered
8202;Delivered
8226;Delivered
8227;Delivered
8280;Delivered
8281;Delivered
8321;Delivered
8379;Delivered
8380;Delivered
8386;Delivered
8387;Delivered
184;Delivered
237;Delivered
238;Delivered
347;Delivered
377;Delivered
458;Delivered
459;Delivered
555;Delivered
583;Delivered
704;Delivered
999;Delivered
1246;Delivered
1247;Delivered
1584;Delivered
1736;Delivered
1737;Delivered
1738;Delivered
1853;Delivered
1854;Delivered
1864;Delivered
1865;Delivered
2193;Delivered
2194;Delivered
2195;Delivered
2196;Delivered
2271;Delivered
2272;Delivered
2474;Delivered
2475;Delivered
2841;Delivered
2919;Delivered
3748;Delivered
3759;Delivered
3768;Delivered
3847;Delivered
3980;Delivered
4123;Delivered
4124;Delivered
4223;Delivered
4224;Delivered
4676;Delivered
4933;Delivered
4934;Delivered
4946;Delivered
4997;Delivered
5037;Delivered
5038;Delivered
5152;Delivered
5153;Delivered
5214;Delivered
5420;Delivered
5469;Delivered
5585;Delivered
5735;Delivered
5769;Delivered
5783;Delivered
5784;Delivered
